"raw_gene_id","gene_type","official_symbol","description","human_ortho","mouse_ortho","zebrafish_ortho","display_symbol"
"ajap1","Annotated_Symbol","ajap1","ajap1","AJAP1","Ajap1","ajap1","ajap1"
"ajm1","Annotated_Symbol","ajm1","ajm1","AJM1","Ajm1","ajm1","ajm1"
"ak3","Annotated_Symbol","ak3","ak3","AK3","Ak3","ak3","ak3"
"ak4","Annotated_Symbol","ak4","ak4","AK4","Ak4","ak4","ak4"
"ak5","Annotated_Symbol","ak5","ak5","AK5","Ak5","ak5","ak5"
"ak5l","Annotated_Symbol","ak5l","ak5l","AK5L","Ak5l","ak5l","ak5l"
"ak6","Annotated_Symbol","ak6","ak6","AK6","Ak6","ak6","ak6"
"ak7b","Annotated_Symbol","ak7b","ak7b","AK7B","Ak7b","ak7b","ak7b"
"ak8","Annotated_Symbol","ak8","ak8","AK8","Ak8","ak8","ak8"
"ak9","Annotated_Symbol","ak9","ak9","AK9","Ak9","ak9","ak9"
"akap10","Annotated_Symbol","akap10","akap10","AKAP10","Akap10","akap10","akap10"
"akap11","Annotated_Symbol","akap11","akap11","AKAP11","Akap11","akap11","akap11"
"akap12a","Annotated_Symbol","akap12a","akap12a","AKAP12A","Akap12a","akap12a","akap12a"
"akap12b","Annotated_Symbol","akap12b","akap12b","AKAP12B","Akap12b","akap12b","akap12b"
"akap14","Annotated_Symbol","akap14","akap14","AKAP14","Akap14","akap14","akap14"
"akap17a","Annotated_Symbol","akap17a","akap17a","AKAP17A","Akap17a","akap17a","akap17a"
"akap1b","Annotated_Symbol","akap1b","akap1b","AKAP1B","Akap1b","akap1b","akap1b"
"akap7","Annotated_Symbol","akap7","akap7","AKAP7","Akap7","akap7","akap7"
"akap9","Annotated_Symbol","akap9","akap9","AKAP9","Akap9","akap9","akap9"
"akna","Annotated_Symbol","akna","akna","AKNA","Akna","akna","akna"
"akr1a1a","Annotated_Symbol","akr1a1a","akr1a1a","AKR1A1A","Akr1a1a","akr1a1a","akr1a1a"
"akr1d1","Annotated_Symbol","akr1d1","akr1d1","AKR1D1","Akr1d1","akr1d1","akr1d1"
"akr7a3","Annotated_Symbol","akr7a3","akr7a3","AKR7A3","Akr7a3","akr7a3","akr7a3"
"akt2","Annotated_Symbol","akt2","akt2","AKT2","Akt2","akt2","akt2"
"akt3a","Annotated_Symbol","akt3a","akt3a","AKT3A","Akt3a","akt3a","akt3a"
"aktip","Annotated_Symbol","aktip","aktip","AKTIP","Aktip","aktip","aktip"
"akts1","Annotated_Symbol","akts1","akts1","AKTS1","Akts1","akts1","akts1"
"al2s4","Annotated_Symbol","al2s4","al2s4","AL2S4","Al2s4","al2s4","al2s4"
"al2s4_1","Annotated_Symbol","al2s4_1","al2s4_1","AL2S4_1","Al2s4_1","al2s4_1","al2s4_1"
"al3a2","Annotated_Symbol","al3a2","al3a2","AL3A2","Al3a2","al3a2","al3a2"
"alad","Annotated_Symbol","alad","alad","ALAD","Alad","alad","alad"
"alat2","Annotated_Symbol","alat2","alat2","ALAT2","Alat2","alat2","alat2"
"alb1","Annotated_Symbol","alb1","alb1","ALB1","Alb1","alb1","alb1"
"aldh16a1","Annotated_Symbol","aldh16a1","aldh16a1","ALDH16A1","Aldh16a1","aldh16a1","aldh16a1"
"aldh1a2","Annotated_Symbol","aldh1a2","aldh1a2","ALDH1A2","Aldh1a2","aldh1a2","aldh1a2"
"aldh3a2","Annotated_Symbol","aldh3a2","aldh3a2","ALDH3A2","Aldh3a2","aldh3a2","aldh3a2"
"aldh3a2b","Annotated_Symbol","aldh3a2b","aldh3a2b","ALDH3A2B","Aldh3a2b","aldh3a2b","aldh3a2b"
"aldh3b2","Annotated_Symbol","aldh3b2","aldh3b2","ALDH3B2","Aldh3b2","aldh3b2","aldh3b2"
"aldh4a1","Annotated_Symbol","aldh4a1","aldh4a1","ALDH4A1","Aldh4a1","aldh4a1","aldh4a1"
"aldh5a1","Annotated_Symbol","aldh5a1","aldh5a1","ALDH5A1","Aldh5a1","aldh5a1","aldh5a1"
"aldh7a1","Annotated_Symbol","aldh7a1","aldh7a1","ALDH7A1","Aldh7a1","aldh7a1","aldh7a1"
"aldh8a1","Annotated_Symbol","aldh8a1","aldh8a1","ALDH8A1","Aldh8a1","aldh8a1","aldh8a1"
"aldh9a1a.1","Annotated_Symbol","aldh9a1a.1","aldh9a1a.1","ALDH9A1A.1","Aldh9a1a.1","aldh9a1a.1","aldh9a1a.1"
"aldoaa","Annotated_Symbol","aldoaa","aldoaa","ALDOAA","Aldoaa","aldoaa","aldoaa"
"aldob","Annotated_Symbol","aldob","aldob","ALDOB","Aldob","aldob","aldob"
"aldocb","Annotated_Symbol","aldocb","aldocb","ALDOCB","Aldocb","aldocb","aldocb"
"alg10","Annotated_Symbol","alg10","alg10","ALG10","Alg10","alg10","alg10"
"alg11","Annotated_Symbol","alg11","alg11","ALG11","Alg11","alg11","alg11"
"alg12","Annotated_Symbol","alg12","alg12","ALG12","Alg12","alg12","alg12"
"alg13","Annotated_Symbol","alg13","alg13","ALG13","Alg13","alg13","alg13"
"alg14","Annotated_Symbol","alg14","alg14","ALG14","Alg14","alg14","alg14"
"alg2","Annotated_Symbol","alg2","alg2","ALG2","Alg2","alg2","alg2"
"alg5","Annotated_Symbol","alg5","alg5","ALG5","Alg5","alg5","alg5"
"alg6","Annotated_Symbol","alg6","alg6","ALG6","Alg6","alg6","alg6"
"alg8","Annotated_Symbol","alg8","alg8","ALG8","Alg8","alg8","alg8"
"alg9","Annotated_Symbol","alg9","alg9","ALG9","Alg9","alg9","alg9"
"alkal2b","Annotated_Symbol","alkal2b","alkal2b","ALKAL2B","Alkal2b","alkal2b","alkal2b"
"alkbh1","Annotated_Symbol","alkbh1","alkbh1","ALKBH1","Alkbh1","alkbh1","alkbh1"
"alkbh2","Annotated_Symbol","alkbh2","alkbh2","ALKBH2","Alkbh2","alkbh2","alkbh2"
"alkbh3","Annotated_Symbol","alkbh3","alkbh3","ALKBH3","Alkbh3","alkbh3","alkbh3"
"alkbh4","Annotated_Symbol","alkbh4","alkbh4","ALKBH4","Alkbh4","alkbh4","alkbh4"
"alkbh5","Annotated_Symbol","alkbh5","alkbh5","ALKBH5","Alkbh5","alkbh5","alkbh5"
"alkbh6","Annotated_Symbol","alkbh6","alkbh6","ALKBH6","Alkbh6","alkbh6","alkbh6"
"alkbh7","Annotated_Symbol","alkbh7","alkbh7","ALKBH7","Alkbh7","alkbh7","alkbh7"
"alkbh8","Annotated_Symbol","alkbh8","alkbh8","ALKBH8","Alkbh8","alkbh8","alkbh8"
"allc","Annotated_Symbol","allc","allc","ALLC","Allc","allc","allc"
"alms1","Annotated_Symbol","alms1","alms1","ALMS1","Alms1","alms1","alms1"
"alox12","Annotated_Symbol","alox12","alox12","ALOX12","Alox12","alox12","alox12"
"alox5a","Annotated_Symbol","alox5a","alox5a","ALOX5A","Alox5a","alox5a","alox5a"
"alox5ap","Annotated_Symbol","alox5ap","alox5ap","ALOX5AP","Alox5ap","alox5ap","alox5ap"
"alp3","Annotated_Symbol","alp3","alp3","ALP3","Alp3","alp3","alp3"
"alpi.1","Annotated_Symbol","alpi.1","alpi.1","ALPI.1","Alpi.1","alpi.1","alpi.1"
"alpi.2","Annotated_Symbol","alpi.2","alpi.2","ALPI.2","Alpi.2","alpi.2","alpi.2"
"alpk1","Annotated_Symbol","alpk1","alpk1","ALPK1","Alpk1","alpk1","alpk1"
"alpk2","Annotated_Symbol","alpk2","alpk2","ALPK2","Alpk2","alpk2","alpk2"
"alpk3a","Annotated_Symbol","alpk3a","alpk3a","ALPK3A","Alpk3a","alpk3a","alpk3a"
"alx1","Annotated_Symbol","alx1","alx1","ALX1","Alx1","alx1","alx1"
"amacr","Annotated_Symbol","amacr","amacr","AMACR","Amacr","amacr","amacr"
"ambra1b","Annotated_Symbol","ambra1b","ambra1b","AMBRA1B","Ambra1b","ambra1b","ambra1b"
"amdhd1","Annotated_Symbol","amdhd1","amdhd1","AMDHD1","Amdhd1","amdhd1","amdhd1"
"amdhd2","Annotated_Symbol","amdhd2","amdhd2","AMDHD2","Amdhd2","amdhd2","amdhd2"
"amfra","Annotated_Symbol","amfra","amfra","AMFRA","Amfra","amfra","amfra"
"amh","Annotated_Symbol","amh","amh","AMH","Amh","amh","amh"
"amigo1","Annotated_Symbol","amigo1","amigo1","AMIGO1","Amigo1","amigo1","amigo1"
"amigo3","Annotated_Symbol","amigo3","amigo3","AMIGO3","Amigo3","amigo3","amigo3"
"amn1","Annotated_Symbol","amn1","amn1","AMN1","Amn1","amn1","amn1"
"amotl2a","Annotated_Symbol","amotl2a","amotl2a","AMOTL2A","Amotl2a","amotl2a","amotl2a"
"ampd1","Annotated_Symbol","ampd1","ampd1","AMPD1","Ampd1","ampd1","ampd1"
"ampd2b","Annotated_Symbol","ampd2b","ampd2b","AMPD2B","Ampd2b","ampd2b","ampd2b"
"ampd3","Annotated_Symbol","ampd3","ampd3","AMPD3","Ampd3","ampd3","ampd3"
"amph","Annotated_Symbol","amph","amph","AMPH","Amph","amph","amph"
"ampm1","Annotated_Symbol","ampm1","ampm1","AMPM1","Ampm1","ampm1","ampm1"
"amt","Annotated_Symbol","amt","amt","AMT","Amt","amt","amt"
"an32a","Annotated_Symbol","an32a","an32a","AN32A","An32a","an32a","an32a"
"an32b","Annotated_Symbol","an32b","an32b","AN32B","An32b","an32b","an32b"
"anapc10","Annotated_Symbol","anapc10","anapc10","ANAPC10","Anapc10","anapc10","anapc10"
"anapc13","Annotated_Symbol","anapc13","anapc13","ANAPC13","Anapc13","anapc13","anapc13"
"anapc2","Annotated_Symbol","anapc2","anapc2","ANAPC2","Anapc2","anapc2","anapc2"
"anapc4","Annotated_Symbol","anapc4","anapc4","ANAPC4","Anapc4","anapc4","anapc4"
"anapc5","Annotated_Symbol","anapc5","anapc5","ANAPC5","Anapc5","anapc5","anapc5"
"anapc7","Annotated_Symbol","anapc7","anapc7","ANAPC7","Anapc7","anapc7","anapc7"
"and1","Annotated_Symbol","and1","and1","AND1","And1","and1","and1"
"anfc1","Annotated_Symbol","anfc1","anfc1","ANFC1","Anfc1","anfc1","anfc1"
"ang1","Annotated_Symbol","ang1","ang1","ANG1","Ang1","ang1","ang1"
"angel1","Annotated_Symbol","angel1","angel1","ANGEL1","Angel1","angel1","angel1"
"angel2","Annotated_Symbol","angel2","angel2","ANGEL2","Angel2","angel2","angel2"
"angl1","Annotated_Symbol","angl1","angl1","ANGL1","Angl1","angl1","angl1"
"angl4","Annotated_Symbol","angl4","angl4","ANGL4","Angl4","angl4","angl4"
"angpt2b","Annotated_Symbol","angpt2b","angpt2b","ANGPT2B","Angpt2b","angpt2b","angpt2b"
"angpt4","Annotated_Symbol","angpt4","angpt4","ANGPT4","Angpt4","angpt4","angpt4"
"angptl1a","Annotated_Symbol","angptl1a","angptl1a","ANGPTL1A","Angptl1a","angptl1a","angptl1a"
"angptl2a","Annotated_Symbol","angptl2a","angptl2a","ANGPTL2A","Angptl2a","angptl2a","angptl2a"
"angptl3","Annotated_Symbol","angptl3","angptl3","ANGPTL3","Angptl3","angptl3","angptl3"
"ank1a","Annotated_Symbol","ank1a","ank1a","ANK1A","Ank1a","ank1a","ank1a"
"ank1b","Annotated_Symbol","ank1b","ank1b","ANK1B","Ank1b","ank1b","ank1b"
"ankar","Annotated_Symbol","ankar","ankar","ANKAR","Ankar","ankar","ankar"
"ankdd1a","Annotated_Symbol","ankdd1a","ankdd1a","ANKDD1A","Ankdd1a","ankdd1a","ankdd1a"
"ankef1a","Annotated_Symbol","ankef1a","ankef1a","ANKEF1A","Ankef1a","ankef1a","ankef1a"
"ankfn1","Annotated_Symbol","ankfn1","ankfn1","ANKFN1","Ankfn1","ankfn1","ankfn1"
"ankhb","Annotated_Symbol","ankhb","ankhb","ANKHB","Ankhb","ankhb","ankhb"
"ankhd1","Annotated_Symbol","ankhd1","ankhd1","ANKHD1","Ankhd1","ankhd1","ankhd1"
"ankk1","Annotated_Symbol","ankk1","ankk1","ANKK1","Ankk1","ankk1","ankk1"
"ankle1","Annotated_Symbol","ankle1","ankle1","ANKLE1","Ankle1","ankle1","ankle1"
"ankmy1","Annotated_Symbol","ankmy1","ankmy1","ANKMY1","Ankmy1","ankmy1","ankmy1"
"ankmy2a","Annotated_Symbol","ankmy2a","ankmy2a","ANKMY2A","Ankmy2a","ankmy2a","ankmy2a"
"ankra2","Annotated_Symbol","ankra2","ankra2","ANKRA2","Ankra2","ankra2","ankra2"
"ankrd10a","Annotated_Symbol","ankrd10a","ankrd10a","ANKRD10A","Ankrd10a","ankrd10a","ankrd10a"
"ankrd10b","Annotated_Symbol","ankrd10b","ankrd10b","ANKRD10B","Ankrd10b","ankrd10b","ankrd10b"
"ankrd12","Annotated_Symbol","ankrd12","ankrd12","ANKRD12","Ankrd12","ankrd12","ankrd12"
"ankrd13d","Annotated_Symbol","ankrd13d","ankrd13d","ANKRD13D","Ankrd13d","ankrd13d","ankrd13d"
"ankrd22","Annotated_Symbol","ankrd22","ankrd22","ANKRD22","Ankrd22","ankrd22","ankrd22"
"ankrd24","Annotated_Symbol","ankrd24","ankrd24","ANKRD24","Ankrd24","ankrd24","ankrd24"
"ankrd27","Annotated_Symbol","ankrd27","ankrd27","ANKRD27","Ankrd27","ankrd27","ankrd27"
"ankrd33ba","Annotated_Symbol","ankrd33ba","ankrd33ba","ANKRD33BA","Ankrd33ba","ankrd33ba","ankrd33ba"
"ankrd34bb","Annotated_Symbol","ankrd34bb","ankrd34bb","ANKRD34BB","Ankrd34bb","ankrd34bb","ankrd34bb"
"ankrd34c","Annotated_Symbol","ankrd34c","ankrd34c","ANKRD34C","Ankrd34c","ankrd34c","ankrd34c"
"ankrd37","Annotated_Symbol","ankrd37","ankrd37","ANKRD37","Ankrd37","ankrd37","ankrd37"
"ankrd39","Annotated_Symbol","ankrd39","ankrd39","ANKRD39","Ankrd39","ankrd39","ankrd39"
"ankrd45","Annotated_Symbol","ankrd45","ankrd45","ANKRD45","Ankrd45","ankrd45","ankrd45"
"ankrd49","Annotated_Symbol","ankrd49","ankrd49","ANKRD49","Ankrd49","ankrd49","ankrd49"
"ankrd50l","Annotated_Symbol","ankrd50l","ankrd50l","ANKRD50L","Ankrd50l","ankrd50l","ankrd50l"
"ankrd53","Annotated_Symbol","ankrd53","ankrd53","ANKRD53","Ankrd53","ankrd53","ankrd53"
"ankrd55","Annotated_Symbol","ankrd55","ankrd55","ANKRD55","Ankrd55","ankrd55","ankrd55"
"ankrd6a","Annotated_Symbol","ankrd6a","ankrd6a","ANKRD6A","Ankrd6a","ankrd6a","ankrd6a"
"ankrd9","Annotated_Symbol","ankrd9","ankrd9","ANKRD9","Ankrd9","ankrd9","ankrd9"
"anks1ab","Annotated_Symbol","anks1ab","anks1ab","ANKS1AB","Anks1ab","anks1ab","anks1ab"
"anks1b","Annotated_Symbol","anks1b","anks1b","ANKS1B","Anks1b","anks1b","anks1b"
"anks3","Annotated_Symbol","anks3","anks3","ANKS3","Anks3","anks3","anks3"
"ankzf1","Annotated_Symbol","ankzf1","ankzf1","ANKZF1","Ankzf1","ankzf1","ankzf1"
"ano10a","Annotated_Symbol","ano10a","ano10a","ANO10A","Ano10a","ano10a","ano10a"
"ano3","Annotated_Symbol","ano3","ano3","ANO3","Ano3","ano3","ano3"
"ano5a","Annotated_Symbol","ano5a","ano5a","ANO5A","Ano5a","ano5a","ano5a"
"ano7","Annotated_Symbol","ano7","ano7","ANO7","Ano7","ano7","ano7"
"ano8b","Annotated_Symbol","ano8b","ano8b","ANO8B","Ano8b","ano8b","ano8b"
"anos1b","Annotated_Symbol","anos1b","anos1b","ANOS1B","Anos1b","anos1b","anos1b"
"anp32a","Annotated_Symbol","anp32a","anp32a","ANP32A","Anp32a","anp32a","anp32a"
"anp32b","Annotated_Symbol","anp32b","anp32b","ANP32B","Anp32b","anp32b","anp32b"
"anpepa","Annotated_Symbol","anpepa","anpepa","ANPEPA","Anpepa","anpepa","anpepa"
"antithrombin","Annotated_Symbol","antithrombin","antithrombin","ANTITHROMBIN","Antithrombin","antithrombin","antithrombin"
"antkmt","Annotated_Symbol","antkmt","antkmt","ANTKMT","Antkmt","antkmt","antkmt"
"antxr2b","Annotated_Symbol","antxr2b","antxr2b","ANTXR2B","Antxr2b","antxr2b","antxr2b"
"anx11","Annotated_Symbol","anx11","anx11","ANX11","Anx11","anx11","anx11"
"anx2a","Annotated_Symbol","anx2a","anx2a","ANX2A","Anx2a","anx2a","anx2a"
"anxa1","Annotated_Symbol","anxa1","anxa1","ANXA1","Anxa1","anxa1","anxa1"
"anxa11a","Annotated_Symbol","anxa11a","anxa11a","ANXA11A","Anxa11a","anxa11a","anxa11a"
"anxa13l","Annotated_Symbol","anxa13l","anxa13l","ANXA13L","Anxa13l","anxa13l","anxa13l"
"anxa14","Annotated_Symbol","anxa14","anxa14","ANXA14","Anxa14","anxa14","anxa14"
"anxa3b","Annotated_Symbol","anxa3b","anxa3b","ANXA3B","Anxa3b","anxa3b","anxa3b"
"anxa4","Annotated_Symbol","anxa4","anxa4","ANXA4","Anxa4","anxa4","anxa4"
"anxa5b","Annotated_Symbol","anxa5b","anxa5b","ANXA5B","Anxa5b","anxa5b","anxa5b"
"anxa6","Annotated_Symbol","anxa6","anxa6","ANXA6","Anxa6","anxa6","anxa6"
"aoc1","Annotated_Symbol","aoc1","aoc1","AOC1","Aoc1","aoc1","aoc1"
"aopep","Annotated_Symbol","aopep","aopep","AOPEP","Aopep","aopep","aopep"
"aox5","Annotated_Symbol","aox5","aox5","AOX5","Aox5","aox5","aox5"
"aox6","Annotated_Symbol","aox6","aox6","AOX6","Aox6","aox6","aox6"
"ap180","Annotated_Symbol","ap180","ap180","AP180","Ap180","ap180","ap180"
"ap1g1","Annotated_Symbol","ap1g1","ap1g1","AP1G1","Ap1g1","ap1g1","ap1g1"
"ap1g2","Annotated_Symbol","ap1g2","ap1g2","AP1G2","Ap1g2","ap1g2","ap1g2"
"ap1m2","Annotated_Symbol","ap1m2","ap1m2","AP1M2","Ap1m2","ap1m2","ap1m2"
"ap1s1","Annotated_Symbol","ap1s1","ap1s1","AP1S1","Ap1s1","ap1s1","ap1s1"
"ap1s2","Annotated_Symbol","ap1s2","ap1s2","AP1S2","Ap1s2","ap1s2","ap1s2"
"ap1s3","Annotated_Symbol","ap1s3","ap1s3","AP1S3","Ap1s3","ap1s3","ap1s3"
"ap2a","Annotated_Symbol","ap2a","ap2a","AP2A","Ap2a","ap2a","ap2a"
"ap2a1","Annotated_Symbol","ap2a1","ap2a1","AP2A1","Ap2a1","ap2a1","ap2a1"
"ap2b1","Annotated_Symbol","ap2b1","ap2b1","AP2B1","Ap2b1","ap2b1","ap2b1"
"ap2m1","Annotated_Symbol","ap2m1","ap2m1","AP2M1","Ap2m1","ap2m1","ap2m1"
"ap2s1","Annotated_Symbol","ap2s1","ap2s1","AP2S1","Ap2s1","ap2s1","ap2s1"
"ap3m1","Annotated_Symbol","ap3m1","ap3m1","AP3M1","Ap3m1","ap3m1","ap3m1"
"ap3m2","Annotated_Symbol","ap3m2","ap3m2","AP3M2","Ap3m2","ap3m2","ap3m2"
"ap3s2","Annotated_Symbol","ap3s2","ap3s2","AP3S2","Ap3s2","ap3s2","ap3s2"
"ap4b1","Annotated_Symbol","ap4b1","ap4b1","AP4B1","Ap4b1","ap4b1","ap4b1"
"ap4e1","Annotated_Symbol","ap4e1","ap4e1","AP4E1","Ap4e1","ap4e1","ap4e1"
"ap4m1","Annotated_Symbol","ap4m1","ap4m1","AP4M1","Ap4m1","ap4m1","ap4m1"
"ap4s1","Annotated_Symbol","ap4s1","ap4s1","AP4S1","Ap4s1","ap4s1","ap4s1"
"ap5b1","Annotated_Symbol","ap5b1","ap5b1","AP5B1","Ap5b1","ap5b1","ap5b1"
"ap5m1","Annotated_Symbol","ap5m1","ap5m1","AP5M1","Ap5m1","ap5m1","ap5m1"
"ap5s1","Annotated_Symbol","ap5s1","ap5s1","AP5S1","Ap5s1","ap5s1","ap5s1"
"ap5z1","Annotated_Symbol","ap5z1","ap5z1","AP5Z1","Ap5z1","ap5z1","ap5z1"
"ap5z1_1","Annotated_Symbol","ap5z1_1","ap5z1_1","AP5Z1_1","Ap5z1_1","ap5z1_1","ap5z1_1"
"apaf1","Annotated_Symbol","apaf1","apaf1","APAF1","Apaf1","apaf1","apaf1"
"apba1","Annotated_Symbol","apba1","apba1","APBA1","Apba1","apba1","apba1"
"apba1a","Annotated_Symbol","apba1a","apba1a","APBA1A","Apba1a","apba1a","apba1a"
"apba2b","Annotated_Symbol","apba2b","apba2b","APBA2B","Apba2b","apba2b","apba2b"
"apbb1ip","Annotated_Symbol","apbb1ip","apbb1ip","APBB1IP","Apbb1ip","apbb1ip","apbb1ip"
"apbp2","Annotated_Symbol","apbp2","apbp2","APBP2","Apbp2","apbp2","apbp2"
"apc","Annotated_Symbol","apc","apc","APC","Apc","apc","apc"
"apc2","Annotated_Symbol","apc2","apc2","APC2","Apc2","apc2","apc2"
"apeh","Annotated_Symbol","apeh","apeh","APEH","Apeh","apeh","apeh"
"apex1","Annotated_Symbol","apex1","apex1","APEX1","Apex1","apex1","apex1"
"apex2","Annotated_Symbol","apex2","apex2","APEX2","Apex2","apex2","apex2"
"aph1b","Annotated_Symbol","aph1b","aph1b","APH1B","Aph1b","aph1b","aph1b"
"api5","Annotated_Symbol","api5","api5","API5","Api5","api5","api5"
"apip","Annotated_Symbol","apip","apip","APIP","Apip","apip","apip"
"apja","Annotated_Symbol","apja","apja","APJA","Apja","apja","apja"
"aplf","Annotated_Symbol","aplf","aplf","APLF","Aplf","aplf","aplf"
"apln","Annotated_Symbol","apln","apln","APLN","Apln","apln","apln"
"aplnr2","Annotated_Symbol","aplnr2","aplnr2","APLNR2","Aplnr2","aplnr2","aplnr2"
"aplp2","Annotated_Symbol","aplp2","aplp2","APLP2","Aplp2","aplp2","aplp2"
"apoa1","Annotated_Symbol","apoa1","apoa1","APOA1","Apoa1","apoa1","apoa1"
"apoa2","Annotated_Symbol","apoa2","apoa2","APOA2","Apoa2","apoa2","apoa2"
"apoba","Annotated_Symbol","apoba","apoba","APOBA","Apoba","apoba","apoba"
"apobb.1","Annotated_Symbol","apobb.1","apobb.1","APOBB.1","Apobb.1","apobb.1","apobb.1"
"apobec2a","Annotated_Symbol","apobec2a","apobec2a","APOBEC2A","Apobec2a","apobec2a","apobec2a"
"apoc1","Annotated_Symbol","apoc1","apoc1","APOC1","Apoc1","apoc1","apoc1"
"apoc2","Annotated_Symbol","apoc2","apoc2","APOC2","Apoc2","apoc2","apoc2"
"apod","Annotated_Symbol","apod","apod","APOD","Apod","apod","apod"
"apoda.1","Annotated_Symbol","apoda.1","apoda.1","APODA.1","Apoda.1","apoda.1","apoda.1"
"apoeb","Annotated_Symbol","apoeb","apoeb","APOEB","Apoeb","apoeb","apoeb"
"apof","Annotated_Symbol","apof","apof","APOF","Apof","apof","apof"
"apoh","Annotated_Symbol","apoh","apoh","APOH","Apoh","apoh","apoh"
"apol","Annotated_Symbol","apol","apol","APOL","Apol","apol","apol"
"apol1","Annotated_Symbol","apol1","apol1","APOL1","Apol1","apol1","apol1"
"apom","Annotated_Symbol","apom","apom","APOM","Apom","apom","apom"
"apooa","Annotated_Symbol","apooa","apooa","APOOA","Apooa","apooa","apooa"
"apoob","Annotated_Symbol","apoob","apoob","APOOB","Apoob","apoob","apoob"
"apool","Annotated_Symbol","apool","apool","APOOL","Apool","apool","apool"
"appa","Annotated_Symbol","appa","appa","APPA","Appa","appa","appa"
"appl1","Annotated_Symbol","appl1","appl1","APPL1","Appl1","appl1","appl1"
"appl2","Annotated_Symbol","appl2","appl2","APPL2","Appl2","appl2","appl2"
"apr3","Annotated_Symbol","apr3","apr3","APR3","Apr3","apr3","apr3"
"aprin","Annotated_Symbol","aprin","aprin","APRIN","Aprin","aprin","aprin"
"aprt","Annotated_Symbol","aprt","aprt","APRT","Aprt","aprt","aprt"
"aptx","Annotated_Symbol","aptx","aptx","APTX","Aptx","aptx","aptx"
"aqp1","Annotated_Symbol","aqp1","aqp1","AQP1","Aqp1","aqp1","aqp1"
"aqp10b","Annotated_Symbol","aqp10b","aqp10b","AQP10B","Aqp10b","aqp10b","aqp10b"
"aqp12","Annotated_Symbol","aqp12","aqp12","AQP12","Aqp12","aqp12","aqp12"
"aqp3a","Annotated_Symbol","aqp3a","aqp3a","AQP3A","Aqp3a","aqp3a","aqp3a"
"aqp3b","Annotated_Symbol","aqp3b","aqp3b","AQP3B","Aqp3b","aqp3b","aqp3b"
"aqp4","Annotated_Symbol","aqp4","aqp4","AQP4","Aqp4","aqp4","aqp4"
"aqp7","Annotated_Symbol","aqp7","aqp7","AQP7","Aqp7","aqp7","aqp7"
"aqp8","Annotated_Symbol","aqp8","aqp8","AQP8","Aqp8","aqp8","aqp8"
"aqp8a.1","Annotated_Symbol","aqp8a.1","aqp8a.1","AQP8A.1","Aqp8a.1","aqp8a.1","aqp8a.1"
"aqp8a.2","Annotated_Symbol","aqp8a.2","aqp8a.2","AQP8A.2","Aqp8a.2","aqp8a.2","aqp8a.2"
"aqr","Annotated_Symbol","aqr","aqr","AQR","Aqr","aqr","aqr"
"araf","Annotated_Symbol","araf","araf","ARAF","Araf","araf","araf"
"arap2","Annotated_Symbol","arap2","arap2","ARAP2","Arap2","arap2","arap2"
"arc1a","Annotated_Symbol","arc1a","arc1a","ARC1A","Arc1a","arc1a","arc1a"
"arc1b","Annotated_Symbol","arc1b","arc1b","ARC1B","Arc1b","arc1b","arc1b"
"arcn1a","Annotated_Symbol","arcn1a","arcn1a","ARCN1A","Arcn1a","arcn1a","arcn1a"
"areg","Annotated_Symbol","areg","areg","AREG","Areg","areg","areg"
"arf1l","Annotated_Symbol","arf1l","arf1l","ARF1L","Arf1l","arf1l","arf1l"
"arf2b","Annotated_Symbol","arf2b","arf2b","ARF2B","Arf2b","arf2b","arf2b"
"arf3a","Annotated_Symbol","arf3a","arf3a","ARF3A","Arf3a","arf3a","arf3a"
"arf6a","Annotated_Symbol","arf6a","arf6a","ARF6A","Arf6a","arf6a","arf6a"
"arfip1","Annotated_Symbol","arfip1","arfip1","ARFIP1","Arfip1","arfip1","arfip1"
"arfip2b","Annotated_Symbol","arfip2b","arfip2b","ARFIP2B","Arfip2b","arfip2b","arfip2b"
"arfrp","Annotated_Symbol","arfrp","arfrp","ARFRP","Arfrp","arfrp","arfrp"
"arg2","Annotated_Symbol","arg2","arg2","ARG2","Arg2","arg2","arg2"
"argi1","Annotated_Symbol","argi1","argi1","ARGI1","Argi1","argi1","argi1"
"arglu1a","Annotated_Symbol","arglu1a","arglu1a","ARGLU1A","Arglu1a","arglu1a","arglu1a"
"arh","Annotated_Symbol","arh","arh","ARH","Arh","arh","arh"
"arhb","Annotated_Symbol","arhb","arhb","ARHB","Arhb","arhb","arhb"
"arhg4","Annotated_Symbol","arhg4","arhg4","ARHG4","Arhg4","arhg4","arhg4"
"arhgap15","Annotated_Symbol","arhgap15","arhgap15","ARHGAP15","Arhgap15","arhgap15","arhgap15"
"arhgap17a","Annotated_Symbol","arhgap17a","arhgap17a","ARHGAP17A","Arhgap17a","arhgap17a","arhgap17a"
"arhgap18","Annotated_Symbol","arhgap18","arhgap18","ARHGAP18","Arhgap18","arhgap18","arhgap18"
"arhgap23b","Annotated_Symbol","arhgap23b","arhgap23b","ARHGAP23B","Arhgap23b","arhgap23b","arhgap23b"
"arhgap24","Annotated_Symbol","arhgap24","arhgap24","ARHGAP24","Arhgap24","arhgap24","arhgap24"
"arhgap29a","Annotated_Symbol","arhgap29a","arhgap29a","ARHGAP29A","Arhgap29a","arhgap29a","arhgap29a"
